_id,destination,title,shortDescription,description,images[0].url,images[0].public_id,duration,distance,location,category,bestTime,priceRange,difficultyLevel,icon,highlights[0],highlights[1],highlights[2],highlights[3],tips[0],tips[1],updatedAt,createdAt,__v
6a5baa70fbc925e6fcc12d68,6a4a46c4732595d33bf3b019,Artist Village Walk,Explore Andretta's charming art studios and heritage homes.,"Walk through the peaceful artists' village, visit galleries, interact with local artists, and admire traditional Himachali architecture surrounded by beautiful countryside.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784546876/travelbharat/yedbtf0ltxa2fmzuhiin.jpg,travelbharat/yedbtf0ltxa2fmzuhiin,2 Hours,2 km,Andretta Village,Culture,October to March,Free,Easy,false,Art Galleries,Heritage Homes,Local Artists,Village Culture,Support local artisans,Ask permission before photographing artwork,2026-07-20T11:27:56.554Z,,
6a5baa95fbc925e6fcc12d6d,6a4a46f7732595d33bf3b01b,Monastery Trail Walk,Explore peaceful Tibetan monasteries around Bir.,"Visit Bir's beautiful Buddhist monasteries while experiencing Tibetan culture, prayer ceremonies, colorful architecture, and serene Himalayan surroundings.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547071/travelbharat/emv6u9ucvqubc09bdwj2.jpg,travelbharat/emv6u9ucvqubc09bdwj2,2 Hours,2 km,Bir Monastery Circuit,Spiritual,Throughout the Year,Free,Easy,false,Buddhist Monasteries,Meditation,Tibetan Culture,Peaceful Atmosphere,Maintain silence,Dress respectfully,2026-07-20T11:31:11.639Z,,
6a5baa95fbc925e6fcc12d6f,6a4a46f7732595d33bf3b01b,Sunset Cafe Tour,Relax at Bir's mountain cafés overlooking the valley.,"Spend a peaceful evening exploring Bir's charming cafés, enjoying local cuisine, artisan coffee, and spectacular sunset views across the Kangra Valley.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547118/travelbharat/yoan9kf7ogkulo4izl4p.jpg,travelbharat/yoan9kf7ogkulo4izl4p,2 Hours,2 km,Bir Village,Food,Throughout the Year,₹300 - ₹1000,Easy,false,Mountain Cafés,Sunset Views,Local Cuisine,Relaxing Ambience,Try Tibetan dishes,Visit before sunset,2026-07-20T11:31:57.880Z,,
6a5baa95fbc925e6fcc12d6e,6a4a46f7732595d33bf3b01b,Tea Garden Cycling,Cycle through scenic tea estates and Himalayan countryside.,"Ride along quiet village roads surrounded by tea plantations, pine forests, and panoramic mountain landscapes while exploring Bir's natural beauty.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547094/travelbharat/ybqtx9mhvkcyzxb90ibg.jpg,travelbharat/ybqtx9mhvkcyzxb90ibg,3 Hours,12 km,Bir Tea Estates,Adventure,March to November,₹500 - ₹1200,Easy,false,Cycling Trail,Tea Gardens,Village Roads,Mountain Views,Wear a helmet,Carry drinking water,2026-07-20T11:31:34.384Z,,
6a5baa95fbc925e6fcc12d6c,6a4a46f7732595d33bf3b01b,Bir Paragliding Flight,Soar above the Kangra Valley with one of India's best paragliding experiences.,"Experience an unforgettable tandem paragliding flight over Bir while enjoying breathtaking aerial views of the Dhauladhar Range, lush valleys, and picturesque Himalayan villages.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784546965/travelbharat/f1nnb9j91cawgy3qjtfz.jpg,travelbharat/f1nnb9j91cawgy3qjtfz,30 Minutes,3 km,Bir Paragliding Site,Adventure,March to June & October to November,₹2500 - ₹4500,Easy,false,Tandem Flight,Aerial Views,Certified Pilots,Photography,Book flights in advance,Follow pilot instructions,2026-07-20T11:29:25.637Z,,
6a5baaaafbc925e6fcc12d74,6a4a472d732595d33bf3b01d,Camping Under Stars,Spend a memorable night camping in the Himalayan highlands.,"Camp amidst Billing's scenic meadows and enjoy bonfires, stargazing, peaceful mountain surroundings, and unforgettable Himalayan night skies.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547214/travelbharat/vxjohdlv5wb0u37yvlvt.jpg,travelbharat/vxjohdlv5wb0u37yvlvt,1 Night,2 km,Billing Campsite,Camping,April to June & September to November,₹1800 - ₹3500,Easy,false,Mountain Camping,Bonfire,Star Gazing,Scenic Meadows,Carry warm layers,Reserve campsite beforehand,2026-07-20T11:33:34.488Z,,
6a5baaaafbc925e6fcc12d72,6a4a472d732595d33bf3b01d,Sunrise View Trek,Hike to panoramic viewpoints overlooking the Himalayan ranges.,Enjoy an early morning trek to scenic ridges around Billing and witness spectacular sunrise views across the snow-covered Dhauladhar mountains.,https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547162/travelbharat/z8o3vm6cqrtqec8ouwpn.jpg,travelbharat/z8o3vm6cqrtqec8ouwpn,3 Hours,5 km,Billing Ridge Trail,Adventure,April to November,Free,Moderate,false,Sunrise Views,Mountain Trek,Photography,Panoramic Landscapes,Start before dawn,Carry warm clothing,2026-07-20T11:32:42.330Z,,
6a5baaaafbc925e6fcc12d73,6a4a472d732595d33bf3b01d,Pine Forest Walk,Take a peaceful walk through Billing's beautiful pine forests.,"Explore serene forest trails surrounded by towering pine trees while enjoying fresh mountain air, birdlife, and breathtaking Himalayan scenery.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547188/travelbharat/buxg2k7bjoe9svk2wvyn.jpg,travelbharat/buxg2k7bjoe9svk2wvyn,2 Hours,3 km,Billing Forest Trail,Nature,March to November,Free,Easy,false,Forest Trail,Bird Watching,Mountain Views,Nature Photography,Wear comfortable shoes,Carry drinking water,2026-07-20T11:33:08.260Z,,
6a5baaaafbc925e6fcc12d71,6a4a472d732595d33bf3b01d,Billing Paragliding Flight,Experience world-famous paragliding from the skies above Billing.,"Take off from Billing, one of the world's premier paragliding destinations, and enjoy breathtaking aerial views of the Dhauladhar Range, Kangra Valley, and lush Himalayan landscapes.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547140/travelbharat/c6hikpgbodcxj4blvucc.jpg,travelbharat/c6hikpgbodcxj4blvucc,30 Minutes,1 km,Billing Takeoff Site,Adventure,March to June & October to November,₹3000 - ₹5000,Easy,false,Tandem Flight,Aerial Views,Professional Pilots,Adventure Sports,Book in advance,Follow safety instructions,2026-07-20T11:32:19.870Z,,
6a5baac2fbc925e6fcc12d77,6a4a475e732595d33bf3b01f,Binwa Riverside Walk,Enjoy a relaxing walk along the scenic Binwa River.,"Take a peaceful stroll beside the crystal-clear Binwa River while admiring lush greenery, mountain scenery, and the tranquil surroundings of Baijnath.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547270/travelbharat/klqgcg4uaez2xkbpwhzf.jpg,travelbharat/klqgcg4uaez2xkbpwhzf,2 Hours,2 km,Binwa River,Nature,March to November,Free,Easy,false,River Walk,Mountain Views,Nature Photography,Peaceful Ambience,Wear comfortable footwear,Keep the river clean,2026-07-20T11:34:30.609Z,,
6a5baac2fbc925e6fcc12d78,6a4a475e732595d33bf3b01f,Heritage Photography Tour,Capture the timeless beauty of Baijnath's temple and Himalayan backdrop.,"Photograph the magnificent temple architecture, surrounding gardens, and the snow-capped Dhauladhar mountains from the best viewpoints around Baijnath.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547297/travelbharat/eqi5orn1fezizkj0o9gz.jpg,travelbharat/eqi5orn1fezizkj0o9gz,2 Hours,1 km,Baijnath Heritage Area,Photography,October to March,Free,Easy,false,Temple Architecture,Mountain Views,Landscape Photography,Historic Monuments,Visit during golden hour,Carry extra camera batteries,2026-07-20T11:34:57.420Z,,
6a5baac2fbc925e6fcc12d76,6a4a475e732595d33bf3b01f,Baijnath Temple Visit,Visit the ancient Shiva temple renowned for its exquisite Nagara architecture.,"Explore the historic Baijnath Temple dedicated to Lord Shiva, admired for its intricate stone carvings, spiritual significance, and centuries-old Himalayan heritage.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547247/travelbharat/biwjzajkhacrgxqcemfi.jpg,travelbharat/biwjzajkhacrgxqcemfi,2 Hours,500 m,Baijnath Temple,Spiritual,Throughout the Year,Free,Easy,false,Ancient Temple,Stone Architecture,Spiritual Experience,Heritage Site,Dress modestly,Visit during morning aarti,2026-07-20T11:34:06.914Z,,
6a5baac2fbc925e6fcc12d79,6a4a475e732595d33bf3b01f,Village Heritage Walk,Explore Baijnath's traditional Himalayan village surroundings.,"Walk through charming village lanes, interact with local residents, admire traditional Himachali homes, and experience the authentic culture of the Kangra Valley.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784548009/travelbharat/qzsp5cu3ozdrhqqmy5bu.jpg,travelbharat/qzsp5cu3ozdrhqqmy5bu,2 Hours,3 km,Baijnath Village,Culture,Throughout the Year,Free,Easy,false,Local Culture,Traditional Homes,Village Life,Scenic Walk,Respect local customs,Support local businesses,2026-07-20T11:46:49.031Z,,
6a5baafbfbc925e6fcc12d7d,6a4a4794732595d33bf3b021,Dainkund Peak Trek,Hike to Dalhousie's highest peak for breathtaking mountain views.,Trek through lush pine forests to Dainkund Peak and enjoy spectacular panoramic views of the Pir Panjal and Dhauladhar mountain ranges.,https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547403/travelbharat/s2rrgvndhm1vsyzwonly.jpg,travelbharat/s2rrgvndhm1vsyzwonly,5 Hours,7 km,Dainkund Peak,Adventure,April to November,₹300 - ₹800,Moderate,false,Summit Trek,Panoramic Views,Forest Trails,Photography,Start early,Wear trekking shoes,2026-07-20T11:36:43.017Z,,
6a5baafbfbc925e6fcc12d7e,6a4a4794732595d33bf3b021,St John's Church Tour,Visit Dalhousie's historic colonial church and admire its architecture.,"Explore the beautiful St. John's Church, one of Dalhousie's oldest landmarks, featuring Victorian-era architecture, stained-glass windows, and peaceful surroundings.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547428/travelbharat/gvqgfmf2nx77r1bwg7ij.jpg,travelbharat/gvqgfmf2nx77r1bwg7ij,1.5 Hours,1 km,St. John's Church,Heritage,Throughout the Year,Free,Easy,false,Historic Church,Victorian Architecture,Stained Glass,Peaceful Atmosphere,Maintain silence,Visit during daylight hours,2026-07-20T11:37:08.011Z,,
6a5baafbfbc925e6fcc12d7c,6a4a4794732595d33bf3b021,Panchpula Nature Trail,Walk through forest trails leading to Dalhousie's famous waterfalls.,"Enjoy a refreshing nature trail to Panchpula, surrounded by pine forests, cascading streams, and peaceful Himalayan landscapes ideal for relaxation and photography.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547376/travelbharat/iefjgealom1jghrejago.jpg,travelbharat/iefjgealom1jghrejago,3 Hours,4 km,Panchpula,Nature,March to November,Free,Easy,false,Forest Trail,Waterfalls,Mountain Views,Nature Photography,Carry drinking water,Avoid slippery rocks,2026-07-20T11:36:16.486Z,,
6a5baafbfbc925e6fcc12d7b,6a4a4794732595d33bf3b021,Gandhi Chowk Heritage Walk,Explore Dalhousie's colonial-era streets and charming hill town atmosphere.,"Stroll through Gandhi Chowk and nearby heritage lanes while admiring colonial architecture, local cafés, vibrant markets, and panoramic Himalayan landscapes.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547355/travelbharat/m0zrnakfbk6i0o7ufset.jpg,travelbharat/m0zrnakfbk6i0o7ufset,2 Hours,2 km,Gandhi Chowk,Heritage,Throughout the Year,Free,Easy,false,Colonial Architecture,Local Market,Scenic Walk,Photography,Wear comfortable shoes,Visit during evening hours,2026-07-20T11:35:55.167Z,,
6a5bab20fbc925e6fcc12d82,6a4a482c732595d33bf3b023,Khajji Nag Temple Visit,Visit the ancient temple known for its unique wooden architecture.,"Explore the centuries-old Khajji Nag Temple featuring traditional Himachali woodwork, intricate carvings, and a peaceful spiritual atmosphere.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547496/travelbharat/jhuazkeugt0u4tdldi9y.jpg,travelbharat/jhuazkeugt0u4tdldi9y,1 Hour,500 m,Khajji Nag Temple,Heritage,Throughout the Year,Free,Easy,false,Ancient Temple,Wooden Architecture,Heritage Site,Cultural Experience,Dress respectfully,Maintain silence,2026-07-20T11:38:16.576Z,,
6a5bab20fbc925e6fcc12d81,6a4a482c732595d33bf3b023,Horse Riding Adventure,Enjoy a horseback ride through Khajjiar's scenic grasslands.,Experience an exciting horse ride across the picturesque meadows while admiring panoramic views of surrounding forests and Himalayan peaks.,https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547475/travelbharat/epfvfktosrq0sar00ebm.jpg,travelbharat/epfvfktosrq0sar00ebm,30 Minutes,1 km,Khajjiar Ground,Adventure,March to November,₹300 - ₹800,Easy,false,Horse Riding,Open Meadows,Scenic Landscape,Family Friendly,Follow the instructor's guidance,Wear comfortable clothing,2026-07-20T11:37:55.162Z,,
6a5bab20fbc925e6fcc12d80,6a4a482c732595d33bf3b023,Khajjiar Meadow Walk,Stroll across the lush green meadows of India's Mini Switzerland.,Take a relaxing walk through Khajjiar's vast rolling grasslands surrounded by dense deodar forests while enjoying breathtaking Himalayan scenery and fresh mountain air.,https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547452/travelbharat/f8c6gsiworjpgfzskpzb.jpg,travelbharat/f8c6gsiworjpgfzskpzb,2 Hours,2 km,Khajjiar Meadow,Nature,March to June & September to November,Free,Easy,false,Green Meadows,Deodar Forest,Mountain Views,Photography,Visit in the morning,Wear comfortable walking shoes,2026-07-20T11:37:32.286Z,,
6a5bab20fbc925e6fcc12d83,6a4a482c732595d33bf3b023,Zorbing Experience,Roll across Khajjiar's famous meadows in a giant inflatable ball.,"Enjoy an exciting zorbing adventure on Khajjiar's gentle grassy slopes, offering fun-filled moments with spectacular mountain scenery all around.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547517/travelbharat/jv6vexcfaq5hani4yxdw.jpg,travelbharat/jv6vexcfaq5hani4yxdw,30 Minutes,500 m,Khajjiar Adventure Zone,Adventure,April to June,₹400 - ₹900,Easy,false,Zorbing,Adventure Activity,Family Fun,Open Meadows,Wear sports shoes,Follow safety instructions,2026-07-20T11:38:37.522Z,,
6a5babb1fbc925e6fcc12d87,6a4a48cd732595d33bf3b027,Sunrise Photography Tour,Capture spectacular sunrise views from one of Dalhousie's highest viewpoints.,Photograph golden sunlight illuminating the snow-covered Himalayan peaks and lush valleys from Dainkund Peak's panoramic viewpoints.,https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547598/travelbharat/b30wqzbsgxuc40pjzhhp.jpg,travelbharat/b30wqzbsgxuc40pjzhhp,2 Hours,1 km,Dainkund Viewpoint,Photography,October to April,Free,Easy,false,Sunrise Views,Mountain Panorama,Landscape Photography,Golden Hour,Reach before sunrise,Carry spare camera batteries,2026-07-20T11:39:58.463Z,,
6a5babb1fbc925e6fcc12d86,6a4a48cd732595d33bf3b027,Pholani Devi Temple Walk,Visit the sacred hilltop temple near the summit of Dainkund Peak.,Take a peaceful walk to the Pholani Devi Temple while enjoying magnificent mountain scenery and experiencing the spiritual atmosphere of this revered Himalayan shrine.,https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547573/travelbharat/u4aagkdhykckiip8syvn.jpg,travelbharat/u4aagkdhykckiip8syvn,2 Hours,2 km,Pholani Devi Temple,Spiritual,Throughout the Year,Free,Easy,false,Hilltop Temple,Scenic Walk,Mountain Views,Peaceful Atmosphere,Dress respectfully,Carry a light jacket,2026-07-20T11:39:33.131Z,,
6a5babb1fbc925e6fcc12d88,6a4a48cd732595d33bf3b027,Forest Nature Walk,Explore peaceful deodar forests surrounding Dainkund Peak.,"Enjoy a relaxing walk through dense Himalayan forests filled with towering deodar trees, fresh mountain air, and abundant birdlife.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547632/travelbharat/bbeypyds3bjezniqurc1.jpg,travelbharat/bbeypyds3bjezniqurc1,2 Hours,3 km,Dainkund Forest Trail,Nature,March to November,Free,Easy,false,Deodar Forest,Nature Trail,Bird Watching,Scenic Landscapes,Stay on marked trails,Carry drinking water,2026-07-20T11:40:32.342Z,,
6a5babb1fbc925e6fcc12d85,6a4a48cd732595d33bf3b027,Dainkund Peak Trek,Trek to the highest peak near Dalhousie for breathtaking Himalayan views.,"Follow scenic forest trails to Dainkund Peak and enjoy panoramic views of the Dhauladhar, Pir Panjal, and surrounding Himalayan valleys from the famous singing hill.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547541/travelbharat/qjdcincwzvmetp3gm5s8.jpg,travelbharat/qjdcincwzvmetp3gm5s8,4 Hours,6 km,Dainkund Peak,Adventure,April to November,₹200 - ₹500,Moderate,false,Summit Trek,Panoramic Views,Forest Trails,Fresh Mountain Air,Start early in the morning,Wear trekking shoes,2026-07-20T11:39:01.531Z,,
6a5babcefbc925e6fcc12d8d,6a4a4df6732595d33bf3b029,Ravi Riverside Walk,Enjoy a peaceful walk along the scenic banks of the Ravi River.,"Relax beside the flowing Ravi River while taking in beautiful mountain scenery, cool breezes, and panoramic views surrounding historic Chamba Town.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547763/travelbharat/co6bkrxoyn1wqfmuo68j.jpg,travelbharat/co6bkrxoyn1wqfmuo68j,2 Hours,3 km,Ravi River,Nature,March to November,Free,Easy,false,River Views,Nature Walk,Mountain Scenery,Relaxing Atmosphere,Carry drinking water,Avoid visiting during heavy rains,2026-07-20T11:42:43.578Z,,
6a5babcefbc925e6fcc12d8a,6a4a4df6732595d33bf3b029,Lakshmi Narayan Temple Tour,Explore Chamba's iconic temple complex showcasing exquisite Himalayan architecture.,"Visit the ancient Lakshmi Narayan Temple Complex to admire its intricate stone carvings, centuries-old shrines, and rich religious heritage in the heart of Chamba Town.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547654/travelbharat/uah2efk5vfohb8h9qp48.jpg,travelbharat/uah2efk5vfohb8h9qp48,2 Hours,1 km,Lakshmi Narayan Temple,Spiritual,Throughout the Year,Free,Easy,false,Ancient Temples,Stone Architecture,Religious Heritage,Historic Complex,Dress modestly,Visit during morning hours,2026-07-20T11:40:53.758Z,,
6a5babcefbc925e6fcc12d8b,6a4a4df6732595d33bf3b029,Bhuri Singh Museum Visit,Discover Chamba's royal history and priceless Pahari art collections.,"Explore the Bhuri Singh Museum featuring rare miniature paintings, royal artifacts, ancient manuscripts, sculptures, and the cultural legacy of the Chamba Kingdom.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547716/travelbharat/dax42l77imiiace9kcpg.jpg,travelbharat/dax42l77imiiace9kcpg,2 Hours,1 km,Bhuri Singh Museum,Heritage,Throughout the Year,₹20 - ₹100,Easy,false,Miniature Paintings,Royal Artifacts,Historic Exhibits,Cultural Heritage,Check museum timings,Photography may be restricted,2026-07-20T11:41:56.007Z,,
6a5babcefbc925e6fcc12d8c,6a4a4df6732595d33bf3b029,Chaugan Heritage Walk,Walk through Chamba's historic public square and colonial landmarks.,"Stroll across the famous Chaugan ground while exploring nearby heritage buildings, vibrant local markets, and the traditional charm of Chamba Town.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547740/travelbharat/sbofpjq7zxviem5jdkto.jpg,travelbharat/sbofpjq7zxviem5jdkto,2 Hours,2 km,Chaugan Ground,Heritage,October to March,Free,Easy,false,Historic Square,Local Markets,Colonial Buildings,Photography,Visit during evening,Support local handicraft shops,2026-07-20T11:42:20.564Z,,
6a5babf0fbc925e6fcc12d92,6a4a4e45732595d33bf3b02b,Budhil Valley Photography,Capture stunning Himalayan landscapes around Bharmour.,"Photograph snow-capped peaks, lush valleys, traditional villages, and the scenic Budhil Valley that surrounds the historic town of Bharmour.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547852/travelbharat/rzwaqhce27grvars0bwp.jpg,travelbharat/rzwaqhce27grvars0bwp,2 Hours,4 km,Budhil Valley,Photography,September to November,Free,Easy,false,Mountain Landscapes,Valley Views,Village Photography,Golden Hour,Carry extra batteries,Visit during sunrise,2026-07-20T11:44:12.309Z,,
6a5babf0fbc925e6fcc12d8f,6a4a4e45732595d33bf3b02b,Manimahesh Trek,Embark on the sacred Himalayan trek to the revered Manimahesh Lake.,Experience one of Himachal Pradesh's most famous pilgrim treks through breathtaking mountain landscapes leading to the holy Manimahesh Lake beneath Mount Kailash.,https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547787/travelbharat/zyaoljk6h1zh6yoysr2c.jpg,travelbharat/zyaoljk6h1zh6yoysr2c,2 Days,26 km,Manimahesh Trek Route,Adventure,July to September,₹1500 - ₹4000,Hard,false,Sacred Trek,Alpine Landscapes,Mountain Views,Pilgrimage Route,Acclimatize properly,Carry warm clothing,2026-07-20T11:43:07.697Z,,
6a5babf0fbc925e6fcc12d91,6a4a4e45732595d33bf3b02b,Gaddi Culture Walk,Discover the traditions of the indigenous Gaddi community.,"Walk through Bharmour's traditional villages, interact with local Gaddi families, and experience their unique customs, architecture, and Himalayan way of life.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547830/travelbharat/dz38we7ijocudqctseas.jpg,travelbharat/dz38we7ijocudqctseas,3 Hours,3 km,Bharmour Village,Culture,March to November,₹300 - ₹800,Easy,false,Local Culture,Traditional Villages,Gaddi Heritage,Village Life,Respect local customs,Support local artisans,2026-07-20T11:43:50.360Z,,
6a5babf0fbc925e6fcc12d90,6a4a4e45732595d33bf3b02b,Chaurasi Temple Tour,Visit Bharmour's ancient Chaurasi Temple Complex.,"Explore the historic Chaurasi Temple Complex featuring centuries-old shrines, remarkable stone carvings, and deep spiritual significance in the ancient town of Bharmour.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547808/travelbharat/u9otkxsmvxxahwmjsnsl.jpg,travelbharat/u9otkxsmvxxahwmjsnsl,2 Hours,1 km,Chaurasi Temple Complex,Spiritual,Throughout the Year,Free,Easy,false,Ancient Temples,Stone Architecture,Religious Heritage,Historic Site,Dress respectfully,Visit during morning hours,2026-07-20T11:43:28.112Z,,
6a5bac19fbc925e6fcc12d96,6a4a4e8a732595d33bf3b02d,Alpine Meadow Walk,Explore pristine alpine meadows near the mountain pass.,"Take a refreshing walk through colorful alpine grasslands surrounded by glaciers, wildflowers, and magnificent Himalayan scenery.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547927/travelbharat/sl5vrydgieglqqqjswco.jpg,travelbharat/sl5vrydgieglqqqjswco,2 Hours,3 km,Sach Pass Meadows,Nature,July to September,Free,Moderate,false,Alpine Meadows,Wildflowers,Mountain Views,Nature Walk,Wear warm clothing,Stay on marked trails,2026-07-20T11:45:26.933Z,,
6a5bac19fbc925e6fcc12d94,6a4a4e8a732595d33bf3b02d,Sach Pass Road Expedition,Experience one of Himachal Pradesh's most thrilling high-altitude mountain drives.,"Travel across the spectacular Sach Pass, navigating rugged mountain roads, dramatic cliffs, glaciers, waterfalls, and breathtaking Himalayan landscapes.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547880/travelbharat/yxn674boogqyv6887qrk.jpg,travelbharat/yxn674boogqyv6887qrk,8 Hours,45 km,Sach Pass,Adventure,June to September,₹1500 - ₹5000,Hard,false,High Mountain Pass,Scenic Road Trip,Glacier Views,Adventure Drive,Check weather conditions,Travel with an experienced driver,2026-07-20T11:44:41.664Z,,
6a5bac19fbc925e6fcc12d97,6a4a4e8a732595d33bf3b02d,Waterfall Discovery Tour,Visit cascading waterfalls along the scenic Sach Pass route.,Stop at beautiful mountain waterfalls flowing from melting glaciers while enjoying the pristine wilderness and rugged landscapes surrounding Sach Pass.,https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547949/travelbharat/ygm279mwhperwoagahr7.jpg,travelbharat/ygm279mwhperwoagahr7,3 Hours,8 km,Sach Pass Route,Nature,June to September,Free,Easy,false,Mountain Waterfalls,Glacier Streams,Scenic Stops,Photography,Roads can be slippery,Carry sufficient drinking water,2026-07-20T11:45:49.244Z,,
6a5bac19fbc925e6fcc12d95,6a4a4e8a732595d33bf3b02d,Snow Peak Photography,Capture panoramic Himalayan landscapes from the summit of Sach Pass.,"Photograph snow-covered peaks, winding mountain roads, alpine meadows, and dramatic valleys from one of Himachal's highest motorable passes.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547904/travelbharat/wl8foa4dpafx4fptmdoy.jpg,travelbharat/wl8foa4dpafx4fptmdoy,2 Hours,2 km,Sach Pass Viewpoint,Photography,June to September,Free,Easy,false,Snow Peaks,Mountain Panorama,Landscape Photography,Scenic Viewpoints,Carry extra camera batteries,Visit during clear weather,2026-07-20T11:45:04.425Z,,
6a5bac35fbc925e6fcc12d99,6a4a4eba732595d33bf3b02f,Pangi Valley Road Trip,Journey through one of Himachal Pradesh's most remote Himalayan valleys.,"Embark on an unforgettable road trip across Pangi Valley, passing dramatic cliffs, deep gorges, charming villages, and breathtaking mountain landscapes.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784547976/travelbharat/ok8ax3msrbkltfaxxbw2.jpg,travelbharat/ok8ax3msrbkltfaxxbw2,8 Hours,120 km,Pangi Valley,Adventure,June to September,₹2000 - ₹6000,Hard,false,Scenic Road Trip,Remote Villages,Mountain Passes,Valley Views,Travel in a sturdy vehicle,Carry essential supplies,2026-07-20T11:46:16.561Z,,
6a5bac35fbc925e6fcc12d9a,6a4a4eba732595d33bf3b02f,Village Heritage Walk,Experience the traditional lifestyle of Pangi Valley's Himalayan villages.,"Walk through centuries-old villages, admire traditional wooden houses, interact with local communities, and discover the unique culture of the Pangwal people.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784548624/travelbharat/zeqz8lrtfqpznjieozar.jpg,travelbharat/zeqz8lrtfqpznjieozar,3 Hours,4 km,Pangi Villages,Culture,May to October,Free,Easy,false,Traditional Villages,Local Culture,Wooden Architecture,Community Experience,Respect local traditions,Support village artisans,2026-07-20T11:57:04.696Z,,
6a5bac35fbc925e6fcc12d9b,6a4a4eba732595d33bf3b02f,Saichu Valley Trek,Trek through pristine alpine landscapes and untouched Himalayan wilderness.,"Follow scenic mountain trails across alpine meadows, glacier-fed streams, and rugged peaks while exploring the spectacular wilderness of Pangi Valley.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784548031/travelbharat/v0koecgi92vdjp0d9sro.jpg,travelbharat/v0koecgi92vdjp0d9sro,6 Hours,12 km,Saichu Valley,Adventure,June to September,₹800 - ₹2500,Hard,false,Alpine Trek,Glacier Streams,Mountain Scenery,Remote Wilderness,Hire a local guide,Carry warm clothing,2026-07-20T11:47:10.877Z,,
6a5bac35fbc925e6fcc12d9c,6a4a4eba732595d33bf3b02f,Chenab Valley Photography,Capture dramatic Himalayan landscapes and pristine river valleys.,"Photograph towering mountains, deep river gorges, traditional villages, and untouched natural beauty across the breathtaking Pangi Valley region.",,,3 Hours,5 km,Chenab Valley Viewpoint,Photography,September to October,Free,Easy,camera,Mountain Panorama,River Valley,Village Landscapes,Golden Hour,Carry a zoom lens,Visit during clear weather,,,
6a5bacb3fbc925e6fcc12d9f,6a4a4eeb732595d33bf3b031,Kayaking Adventure,Paddle through the calm waters surrounded by Himalayan landscapes.,"Experience kayaking on Chamera Lake while exploring hidden coves, forested shorelines, and breathtaking mountain scenery in a peaceful natural setting.",https://res.cloudinary.com/ddjehdwgu/image/upload/v1784548098/travelbharat/zea2ryzuus6jskd5e4s5.jpg,travelbharat/zea2ryzuus6jskd5e4s5,2 Hours,2 km,Chamera Lake Adventure Zone,Adventure,April to October,₹600 - ₹1500,Moderate,false,Kayaking,Lake Adventure,Scenic Waterways,Outdoor Fun,Follow instructor guidelines,Carry waterproof essentials,2026-07-20T11:48:17.653Z,,
6a5bacb3fbc925e6fcc12da0,6a4a4eeb732595d33bf3b031,Lakeside Photography Tour,Capture panoramic views of Chamera Lake and the surrounding mountains.,"Photograph shimmering lake reflections, forested hills, sunrise landscapes, and scenic Himalayan backdrops from the best viewpoints around Chamera Lake.",,,2 Hours,3 km,Chamera Lake Viewpoint,Photography,October to March,Free,Easy,camera,Lake Panorama,Mountain Views,Sunrise Photography,Nature Landscapes,Visit during golden hour,Carry a wide-angle lens,,,
